FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,service,source_file,terrain,operateur,lon,lat,region_key,commune_key,nom
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aa8,Maritime,Bas-Mono,Bas-Mono 1,Kpétsou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.582618132692942,6.537121803345396,MARITIME,BASMONO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aa9,Maritime,Bas-Mono,Bas-Mono 1,Kpétsou,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5829883989366167,6.53706965123802,MARITIME,BASMONO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aaa,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.6394366666666667,6.493883333333334,MARITIME,BASMONO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aab,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.6362483333333335,6.494126666666667,MARITIME,BASMONO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aac,Maritime,Bas-Mono,Bas-Mono 1,Kpétsou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5572617849157828,6.529391029551399,MARITIME,BASMONO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aad,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.6625050000000001,6.4746733333333335,MARITIME,BASMONO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aae,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.662857326119291,6.4168218257400556,MARITIME,BASMONO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aaf,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.6615674974305594,6.417923171277524,MARITIME,BASMONO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ab0,Maritime,Lacs,Lacs 2,Aklakou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.7115516666666664,6.335300000000001,MARITIME,LACS2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ab1,Maritime,Lacs,Lacs 2,Aklakou,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.7086216666666667,6.335795,MARITIME,LACS2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ab2,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5631233333333332,6.359565,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ab3,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4559966666666668,6.3835500000000005,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ab4,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5649266666666666,6.364256666666667,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ab5,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.447195,6.384876666666666,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ab6,Maritime,Vo,Vo 4,Sévagan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4309266666666667,6.301078333333334,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ab7,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4456816666666665,6.386206666666667,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ab8,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.56524,6.3651083333333345,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ab9,Maritime,Vo,Vo 4,Sévagan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4304416666666666,6.301525,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aba,Maritime,Vo,Vo 4,Sévagan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.42763,6.300061666666666,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3abb,Maritime,Vo,Vo 4,Sévagan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4272933333333335,6.299666666666667,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3abc,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4463266666666668,6.385451666666667,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3abd,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.57987,6.370275,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3abe,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5852183333333334,6.367858333333333,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3abf,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.446108333333333,6.387128333333334,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ac0,Maritime,Vo,Vo 4,Sévagan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.42771,6.298883333333333,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ac1,Maritime,Vo,Vo 4,Sévagan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4151799999999999,6.290076666666666,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ac2,Maritime,Vo,Vo 4,Sévagan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4145,6.289471666666667,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ac3,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.441495,6.385981666666667,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ac4,Maritime,Vo,Vo 4,Sévagan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.428645,6.303261666666667,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ac5,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4414183333333335,6.3859416666666675,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ac6,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4412516666666666,6.385996666666667,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ac7,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4406033333333332,6.38545,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ac8,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.43875,6.385363333333333,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ac9,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4476316666666666,6.253435,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aca,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4472983333333334,6.250251666666666,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3acb,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4372866666666666,6.38498,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3acc,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4785833333333334,6.23346,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3acd,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.581905,6.333526666666668,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ace,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.574876666666667,6.330534999999999,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3acf,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.57423,6.332731666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ad0,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.566933333333333,6.333556666666667,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ad1,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4274200000000001,6.3810150000000005,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ad2,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4259516666666667,6.3801000000000005,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ad3,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.4264016666666668,6.379085,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ad4,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4356383333333333,6.382428333333333,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ad5,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5337733333333332,6.32396,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ad6,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5382233333333333,6.329648333333334,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ad7,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4819083333333334,6.245473333333333,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ad8,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4418283333333333,6.385848333333333,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ad9,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5445533333333334,6.33273,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ada,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.47908,6.246505,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3adb,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4746433333333333,6.246018333333335,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3adc,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4438133333333334,6.383891666666667,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3add,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4735116666666666,6.239305,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ade,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4726083333333335,6.23768,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3adf,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4711250000000002,6.2378833333333334,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ae0,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4482050000000002,6.388463333333334,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ae1,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4454316666666667,6.388533333333333,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ae2,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4722933333333335,6.231891666666667,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ae3,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4454216666666668,6.388863333333334,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ae4,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5645000000000002,6.333145,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ae5,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4460916666666668,6.391656666666667,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ae6,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.47589414097063,6.235651195022384,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ae7,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5495750000000001,6.33251,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ae8,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4451566666666666,6.3920650000000006,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3ae9,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4762083333333331,6.23451,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aea,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4475566666666666,6.394315000000001,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aeb,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4783633333333333,6.23347,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aec,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4680316666666666,6.404806666666667,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aed,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4682766666666667,6.4085383333333334,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aee,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.53409,6.339276666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aef,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4712733333333332,6.410735,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3af0,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4511766666666666,6.249956666666666,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3af1,Maritime,Vo,Vo 2,Togoville,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4480666666666666,6.252999999999999,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3af2,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5302066666666665,6.333801666666667,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3af3,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5300049999999998,6.333643333333333,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3af4,Maritime,Vo,Vo 3,Dagbati,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4942066666666667,6.427571666666667,MARITIME,VO3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3af5,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5291199999999998,6.3330383333333335,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3af6,Maritime,Vo,Vo 4,Sévagan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4275333333333333,6.298816666666666,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3af7,Maritime,Vo,Vo 3,Dagbati,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4951983333333336,6.432855000000001,MARITIME,VO3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3af8,Maritime,Vo,Vo 3,Dagbati,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4962849999999999,6.437143333333334,MARITIME,VO3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3af9,Maritime,Vo,Vo 4,Sévagan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.436505,6.3046066666666665,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3afa,Maritime,Vo,Vo 3,Dagbati,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.49202,6.436556666666666,MARITIME,VO3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3afb,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5262316666666669,6.333356666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3afc,Maritime,Vo,Vo 3,Dagbati,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.4860699999999998,6.439401666666667,MARITIME,VO3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3afd,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.52644207506498,6.332448810429252,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3afe,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.453935,6.449411666666666,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3aff,Maritime,Vo,Vo 4,Akoumapé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.4534233333333333,6.448831666666666,MARITIME,VO4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b00,Maritime,Vo,Vo 3,Dagbati,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.49625,6.426074999999999,MARITIME,VO3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b01,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5498216666666664,6.360271666666667,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b02,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5095083333333335,6.291953333333334,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b03,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5233716666666666,6.340439999999999,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b04,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.5097183333333333,6.28883,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b05,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,Moov,1.508085,6.284578333333333,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b06,Maritime,Vo,Vo 1,Vo-Koutimé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5586116666666663,6.372858333333332,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b07,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.524,6.339976666666667,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b08,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.524023333333333,6.339921666666667,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b09,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5201683333333336,6.346516666666668,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b0a,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.507813333333333,6.288536666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b0b,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5185049999999998,6.344485,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b0c,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.540645,6.371296666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b0d,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.51567,6.339368333333335,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b0e,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5404,6.370663333333332,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b0f,Maritime,Vo,Vo 2,Anyron-Kopé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5498116666666666,6.275858333333334,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b10,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.519175,6.340535,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b11,Maritime,Vo,Vo 2,Anyron-Kopé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5536466666666664,6.2718766666666665,MARITIME,VO2,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b12,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5339716666666665,6.375061666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b13,Maritime,Vo,Vo 1,Vogan,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5249366666666666,6.338091666666666,MARITIME,VO1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_3b14,Maritime,Vo,Vo 2,Anyron-Kopé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.5600883333333333,6.260823333333334,MARITIME,VO2,Mobile Money
